Perf_ID,Match_ID,Player_ID,KDA_Ratio,Combat_Score,Headshot_Pct,Outcome
PF1110,M172,P0423,7.53,573,63.49,Win
PF1111,M172,P0424,4.78,526,3.33,Win
PF1112,M172,P0425,4.20,88,88.81,Win
PF1113,M172,P0351,3.45,409,90.84,Loss
PF1114,M172,P0352,4.17,685,60.79,Loss
PF1115,M172,P0353,0.60,395,98.35,Loss
PF1116,M172,P0354,0.00,655,63.49,Loss
PF1117,M172,P0355,8.49,232,100.00,Loss
PF1118,M173,P0371,7.66,528,40.45,Loss
PF1119,M173,P0372,3.03,559,80.32,Loss
PF1120,M173,P0373,5.76,160,100.00,Loss
PF1121,M173,P0374,2.34,0,100.00,Loss
PF1122,M173,P0375,4.68,157,98.10,Loss
PF1123,M173,P0116,8.81,568,8.27,Win
PF1124,M173,P0117,0.00,40,100.00,Win
PF1125,M173,P0118,7.03,120,60.87,Win
PF1126,M173,P0119,7.77,245,89.68,Win
PF1127,M173,P0120,7.47,555,91.83,Win
PF1128,M174,P0351,5.06,468,53.97,Win
PF1129,M174,P0352,7.86,628,100.00,Win
PF1130,M174,P0353,0.00,203,66.97,Win
PF1131,M174,P0354,4.85,689,60.29,Win
PF1132,M174,P0355,5.36,462,100.00,Win
PF1133,M174,P0021,3.93,212,80.90,Loss
PF1134,M174,P0022,0.00,382,100.00,Loss
PF1135,M174,P0023,0.00,657,73.36,Loss
PF1136,M174,P0024,3.77,344,61.80,Loss
PF1137,M174,P0025,5.69,134,15.99,Loss
PF1138,M175,P0116,2.35,402,42.00,Loss
PF1139,M175,P0117,7.68,463,0.18,Loss
PF1140,M175,P0118,0.00,337,2.51,Loss
PF1141,M175,P0119,1.55,533,27.83,Loss
PF1142,M175,P0120,3.56,3,71.02,Loss
PF1143,M175,P0451,0.64,0,100.00,Win
PF1144,M175,P0452,2.66,419,40.54,Win
PF1145,M175,P0453,6.50,1,13.45,Win
PF1146,M175,P0454,0.00,390,2.33,Win
PF1147,M175,P0455,3.15,399,5.41,Win
PF1148,M177,P0451,3.26,488,22.84,
PF1149,M177,P0452,6.68,184,7.14,
PF1150,M177,P0453,3.11,81,87.33,
PF1151,M177,P0454,0.00,324,86.89,
PF1152,M177,P0455,8.52,492,73.54,
PF1153,M177,P0491,5.71,371,100.00,
PF1154,M177,P0492,0.17,432,100.00,
PF1155,M177,P0493,0.00,462,99.06,
PF1156,M177,P0494,7.23,212,100.00,
PF1157,M177,P0495,2.78,39,100.00,
PF1158,M180,P0071,0.26,45,100.00,Win
PF1159,M180,P0072,0.00,685,61.68,Win
PF1160,M180,P0073,0.00,578,23.31,Win
PF1161,M180,P0074,6.03,382,29.92,Win
PF1162,M180,P0075,6.50,132,100.00,Win
PF1163,M180,P0481,5.91,343,26.97,Loss
PF1164,M180,P0482,3.13,95,79.28,Loss
PF1165,M180,P0483,3.36,382,46.87,Loss
PF1166,M180,P0484,2.76,614,100.00,Loss
PF1167,M180,P0485,2.91,628,87.14,Loss
PF1168,M181,P0206,5.56,554,11.62,Loss
PF1169,M181,P0207,4.89,20,13.18,Loss
PF1170,M181,P0208,3.31,422,100.00,Loss
PF1171,M181,P0209,6.53,82,23.27,Loss
PF1172,M181,P0210,1.92,113,7.54,Loss
PF1173,M181,P0356,7.48,161,23.30,Win
PF1174,M181,P0357,5.67,136,25.34,Win
PF1175,M181,P0358,5.97,625,46.45,Win
PF1176,M181,P0359,7.81,0,76.12,Win
PF1177,M181,P0360,3.39,540,70.69,Win
PF1178,M182,P0481,0.00,538,100.00,Win
PF1179,M182,P0482,3.87,42,46.76,Win
PF1180,M182,P0483,0.00,79,79.62,Win
PF1181,M182,P0484,2.16,67,21.08,Win
PF1182,M182,P0485,8.77,247,100.00,Win
PF1183,M182,P0011,4.56,30,74.79,Loss
PF1184,M182,P0012,8.06,74,19.14,Loss
PF1185,M182,P0013,2.47,321,100.00,Loss
PF1186,M182,P0014,6.83,8,16.07,Loss
PF1187,M182,P0015,0.12,229,29.26,Loss
PF1188,M183,P0356,5.42,500,59.65,Loss
PF1189,M183,P0357,8.29,399,1.09,Loss
PF1190,M183,P0358,1.63,579,38.33,Loss
PF1191,M183,P0359,4.77,301,37.34,Loss
PF1192,M183,P0360,2.92,144,88.62,Loss
PF1193,M183,P0166,0.00,591,1.54,Win
PF1194,M183,P0167,8.13,653,43.35,Win
PF1195,M183,P0168,4.52,562,100.00,Win
PF1196,M183,P0169,2.98,285,76.54,Win
PF1197,M183,P0170,8.93,155,54.04,Win
PF1198,M184,P0011,6.46,314,90.78,Win
PF1199,M184,P0012,8.43,122,5.95,Win
PF1200,M184,P0013,2.10,270,88.87,Win
PF1201,M184,P0014,1.90,336,80.80,Win
PF1202,M184,P0015,0.77,28,78.75,Win
PF1203,M184,P0016,0.08,124,14.14,Loss
PF1204,M184,P0017,7.53,0,25.33,Loss
PF1205,M184,P0018,0.84,77,88.55,Loss
PF1206,M184,P0019,7.88,36,46.46,Loss
PF1207,M184,P0020,2.92,525,92.30,Loss
PF1208,M186,P0016,0.00,296,34.36,
PF1209,M186,P0017,0.00,188,2.18,
PF1210,M186,P0018,3.94,512,73.76,
PF1211,M186,P0019,2.81,0,42.22,
PF1212,M186,P0020,3.71,471,100.00,
PF1213,M186,P0516,3.53,520,100.00,
PF1214,M186,P0517,0.34,675,80.18,
PF1215,M186,P0518,5.02,334,100.00,
PF1216,M186,P0519,6.94,673,60.11,
PF1217,M186,P0520,6.21,161,2.12,
PF1218,M189,P0256,0.00,236,100.00,Loss
PF1219,M189,P0257,4.87,639,84.89,Loss
PF1220,M189,P0258,0.02,168,88.38,Loss
PF1221,M189,P0259,2.70,485,69.10,Loss
PF1222,M189,P0260,6.11,450,9.43,Loss
PF1223,M189,P0241,7.42,518,100.00,Win
PF1224,M189,P0242,4.43,590,28.57,Win
PF1225,M189,P0243,1.62,121,9.43,Win
PF1226,M189,P0244,4.80,17,74.66,Win
PF1227,M189,P0245,1.60,554,25.25,Win
PF1228,M190,P0526,0.00,0,60.26,Win
PF1229,M190,P0527,0.53,441,31.83,Win
PF1230,M190,P0529,2.54,416,96.33,Win
PF1231,M190,P0530,1.27,621,29.83,Win
PF1232,M190,P0576,4.91,51,22.46,Loss
PF1233,M190,P0577,0.00,138,30.03,Loss
PF1234,M190,P0578,0.00,77,57.85,Loss
PF1235,M190,P0579,7.28,481,28.83,Loss
PF1236,M190,P0580,0.60,382,100.00,Loss
PF1237,M191,P0241,7.21,658,75.23,Loss
PF1238,M191,P0242,7.85,0,62.70,Loss
PF1239,M191,P0243,5.13,269,5.90,Loss
PF1240,M191,P0245,5.66,128,70.81,Loss
PF1241,M191,P0291,7.06,82,28.33,Win
PF1242,M191,P0292,0.00,344,34.37,Win
PF1243,M191,P0293,7.57,28,100.00,Win
PF1244,M191,P0294,6.95,313,28.70,Win
PF1245,M191,P0295,0.00,279,35.46,Win
PF1246,M192,P0576,1.44,575,0.76,Win
PF1247,M192,P0577,2.26,542,67.71,Win
PF1248,M192,P0578,2.56,448,5.70,Win
PF1249,M192,P0579,0.00,592,62.82,Win
PF1250,M192,P0580,8.44,303,1.38,Win
PF1251,M192,P0446,2.87,673,57.24,Loss
PF1252,M192,P0447,8.91,128,46.73,Loss
PF1253,M192,P0448,6.49,686,60.82,Loss
PF1254,M192,P0449,2.74,499,17.86,Loss
PF1255,M192,P0450,2.50,591,73.48,Loss
PF1256,M193,P0291,8.30,325,73.03,Loss
PF1257,M193,P0292,6.24,307,91.72,Loss
PF1258,M193,P0293,7.85,509,35.97,Loss
PF1259,M193,P0294,8.67,61,65.92,Loss
PF1260,M193,P0295,3.49,325,95.80,Loss
PF1261,M193,P0141,0.39,675,78.03,Win
PF1262,M193,P0142,4.20,254,3.65,Win
PF1263,M193,P0143,3.33,426,37.02,Win
PF1264,M193,P0144,0.36,131,98.52,Win
PF1265,M193,P0145,4.48,497,67.20,Win
PF1266,M195,P0141,6.41,329,15.08,
PF1267,M195,P0142,2.14,90,97.31,
PF1268,M195,P0143,4.45,677,64.64,
PF1269,M195,P0144,2.07,178,9.09,
PF1270,M195,P0145,7.02,474,77.42,
PF1271,M195,P0091,7.85,312,100.00,
PF1272,M195,P0092,0.00,349,67.98,
PF1273,M195,P0093,0.00,274,100.00,
PF1274,M195,P0094,1.33,324,66.69,
PF1275,M195,P0095,3.85,65,100.00,
PF1276,M198,P0031,2.18,414,75.85,Win
PF1277,M198,P0032,8.02,286,42.53,Win
PF1278,M198,P0033,6.99,220,59.00,Win
PF1279,M198,P0034,0.00,514,50.86,Win
PF1280,M198,P0035,0.48,363,29.00,Win
PF1281,M198,P0186,0.00,219,91.78,Loss
PF1282,M198,P0187,0.00,677,7.69,Loss
PF1283,M198,P0188,8.88,315,100.00,Loss
PF1284,M198,P0189,0.00,23,11.38,Loss
PF1285,M199,P0081,5.23,149,100.00,Loss
PF1286,M199,P0083,0.00,570,90.67,Loss
PF1287,M199,P0084,0.00,88,63.76,Loss
PF1288,M199,P0085,0.84,610,56.30,Loss
PF1289,M199,P0046,0.00,445,12.41,Win
PF1290,M199,P0047,7.63,277,100.00,Win
PF1291,M199,P0048,0.00,389,67.89,Win
PF1292,M199,P0049,8.24,577,62.58,Win
PF1293,M199,P0050,2.09,301,100.00,Win
PF1294,M200,P0186,6.08,518,99.33,Win
PF1295,M200,P0187,3.40,478,83.62,Win
PF1296,M200,P0188,0.00,0,22.92,Win
PF1297,M200,P0189,4.89,696,3.93,Win
PF1298,M200,P0190,0.47,646,69.67,Win
PF1299,M200,P0591,5.51,413,100.00,Loss
PF1300,M200,P0592,7.18,328,43.20,Loss
PF1301,M200,P0593,6.02,0,76.57,Loss
PF1302,M200,P0594,7.26,0,100.00,Loss
PF1303,M200,P0595,0.00,512,13.36,Loss
